MatchDate,HomeTeam,AwayTeam,HomeTeamScore,AwayTeamScore,country,neutral,HomeTeamCode,AwayTeamCode,FifaRankingUpdateDate,HomeTeamRating,AwayTeamRating
14/11/19,Uzbekistan,Saudi Arabia,2,3,Uzbekistan,FALSE,UZB,KSA,24/10/19,1287,1540
14/11/19,Lebanon,South Korea,0,0,Lebanon,FALSE,LBN,KOR,24/10/19,1266,1460
15/11/19,Morocco,Mauritania,0,0,Morocco,FALSE,MAR,MTN,24/10/19,1457,1499
15/11/19,Tunisia,Libya,4,1,Tunisia,FALSE,TUN,LBY,24/10/19,1495,1378
15/11/19,Denmark,Gibraltar,6,0,Denmark,FALSE,DEN,GIB,24/10/19,1599,1339
15/11/19,Switzerland,Georgia,1,0,Switzerland,FALSE,SUI,GEO,24/10/19,1601,1568
15/11/19,Spain,Malta,7,0,Spain,FALSE,ESP,MLT,24/10/19,1625,1378
15/11/19,Hungary,Uruguay,1,2,Hungary,FALSE,HUN,URU,24/10/19,1429,1525
16/11/19,Northern Ireland,Netherlands,0,0,Northern Ireland,FALSE,NIR,NED,24/10/19,1483,1247
16/11/19,Germany,Belarus,4,0,Germany,FALSE,GER,BLR,24/10/19,1586,1408
16/11/19,Croatia,Slovakia,3,1,Croatia,FALSE,CRO,SVK,24/10/19,1631,1248
16/11/19,Azerbaijan,Wales,0,2,Azerbaijan,FALSE,AZE,WAL,24/10/19,1189,1458
16/11/19,Israel,Poland,1,2,Israel,FALSE,ISR,POL,24/10/19,1278,1594
16/11/19,Russia,Belgium,1,4,Russia,FALSE,RUS,BEL,24/10/19,1474,1506
17/11/19,Rwanda,Cameroon,0,1,Rwanda,FALSE,RWA,CMR,24/10/19,1106,1433
17/11/19,Eswatini,Senegal,1,4,Eswatini,FALSE,SWZ,SEN,24/10/19,1055,1263
17/11/19,Kosovo,England,0,4,Kosovo,FALSE,KOS,ENG,24/10/19,1184,1371
17/11/19,Luxembourg,Portugal,0,2,Luxembourg,FALSE,LUX,POR,24/10/19,1248,1420
17/11/19,Serbia,Ukraine,2,2,Serbia,FALSE,SRB,UKR,24/10/19,1485,1732
17/11/19,Albania,France,0,2,Albania,FALSE,ALB,FRA,24/10/19,1367,1584
18/11/19,S__o Tom__ and Pr__ncipe,Ghana,0,1,S__o Tom__ and Pr__ncipe,FALSE,STP,GHA,24/10/19,934,1549
18/11/19,Republic of Ireland,Denmark,1,1,Republic of Ireland,FALSE,IRL,DEN,24/10/19,1480,1617
18/11/19,Gibraltar,Switzerland,1,6,Gibraltar,FALSE,GIB,SUI,24/10/19,882,1452
18/11/19,Spain,Romania,5,0,Spain,FALSE,ESP,ROU,24/10/19,1625,1112
18/11/19,Argentina,Uruguay,2,2,Israel,TRUE,ARG,URU,24/10/19,1617,1408
19/11/19,Burundi,Morocco,0,3,Burundi,FALSE,BDI,MAR,24/10/19,1063,1515
19/11/19,Equatorial Guinea,Tunisia,0,1,Equatorial Guinea,FALSE,EQG,TUN,24/10/19,1083,1616
19/11/19,Germany,Northern Ireland,6,1,Germany,FALSE,GER,NIR,24/10/19,1586,1440
19/11/19,Netherlands,Estonia,5,0,Netherlands,FALSE,NED,EST,24/10/19,1602,1401
19/11/19,Wales,Hungary,2,0,Wales,FALSE,WAL,HUN,24/10/19,1524,1501
19/11/19,Poland,Slovenia,3,2,Poland,FALSE,POL,SVN,24/10/19,1544,1733
19/11/19,Belgium,Cyprus,6,1,Belgium,FALSE,BEL,CYP,24/10/19,1755,1635
19/11/19,Brazil,South Korea,3,0,United Arab Emirates,TRUE,BRA,KOR,24/10/19,1715,1476
19/11/19,Croatia,Georgia,2,1,Croatia,FALSE,CRO,GEO,24/10/19,1631,1407
19/11/19,Ecuador,Colombia,0,1,United States,TRUE,ECU,COL,24/10/19,1368,1550
19/11/19,Saudi Arabia,Paraguay,0,0,Saudi Arabia,FALSE,KSA,PAR,24/10/19,1339,1473
19/11/19,Afghanistan,Qatar,0,1,Tajikistan,TRUE,AFG,QAT,24/10/19,1054,1248
7/1/2020,Barbados,Canada,1,4,United States,TRUE,BRB,CAN,19/12/19,1011,1523
10/1/2020,Barbados,Canada,1,4,United States,TRUE,BRB,CAN,19/12/19,1011,1117
15/01/20,Canada,Iceland,0,1,United States,TRUE,CAN,ISL,19/12/19,1331,1538
1/2/2020,United States,Costa Rica,1,0,United States,FALSE,USA,CRC,19/12/19,1540,1549
3/9/2020,Germany,Spain,1,1,Germany,FALSE,GER,ESP,16/07/20,1602,1300
3/9/2020,Ukraine,Switzerland,2,1,Ukraine,FALSE,UKR,SUI,16/07/20,1537,1408
3/9/2020,Russia,Serbia,3,1,Russia,FALSE,RUS,SRB,16/07/20,1470,1617
3/9/2020,Finland,Wales,0,1,Finland,FALSE,FIN,WAL,16/07/20,1386,1479
4/9/2020,Netherlands,Poland,1,0,Netherlands,FALSE,NED,POL,16/07/20,1604,1506
5/9/2020,Iceland,England,0,1,Iceland,FALSE,ISL,ENG,16/07/20,1465,1334
5/9/2020,Denmark,Belgium,0,2,Denmark,FALSE,DEN,BEL,16/07/20,1598,1254
5/9/2020,Portugal,Croatia,4,1,Portugal,FALSE,POR,CRO,16/07/20,1639,1371
5/9/2020,Sweden,France,0,1,Sweden,FALSE,SWE,FRA,16/07/20,1579,1452
6/9/2020,Spain,Ukraine,4,0,Spain,FALSE,ESP,UKR,16/07/20,1636,1422
6/9/2020,Switzerland,Germany,1,1,Switzerland,FALSE,SUI,GER,16/07/20,1608,1196
6/9/2020,Serbia,Turkey,0,0,Serbia,FALSE,SRB,TUR,16/07/20,1494,1481
6/9/2020,Wales,Bulgaria,1,0,Wales,FALSE,WAL,BUL,16/07/20,1540,1347
7/9/2020,Bosnia and Herzegovina,Poland,1,2,Bosnia and Herzegovina,FALSE,BIH,POL,16/07/20,1430,1295
7/9/2020,Netherlands,Italy,0,1,Netherlands,FALSE,NED,ITA,16/07/20,1604,1335
8/9/2020,Belgium,Iceland,5,1,Belgium,FALSE,BEL,ISL,16/07/20,1765,1481
8/9/2020,Denmark,England,0,0,Denmark,FALSE,DEN,ENG,16/07/20,1598,1196
8/9/2020,France,Croatia,4,2,France,FALSE,FRA,CRO,16/07/20,1733,1171
8/9/2020,Sweden,Portugal,0,2,Sweden,FALSE,SWE,POR,16/07/20,1579,1106
7/10/2020,Denmark,Faroe Islands,4,0,Denmark,FALSE,DEN,FRO,17/09/20,1593,1196
7/10/2020,France,Ukraine,7,1,France,FALSE,FRA,UKR,17/09/20,1744,1296
7/10/2020,Germany,Turkey,3,3,Germany,FALSE,GER,TUR,17/09/20,1602,1120
7/10/2020,Netherlands,Mexico,0,1,Netherlands,FALSE,NED,MEX,17/09/20,1603,1436
7/10/2020,Poland,Finland,5,1,Poland,FALSE,POL,FIN,17/09/20,1558,1481
7/10/2020,Portugal,Spain,0,0,Portugal,FALSE,POR,ESP,17/09/20,1653,1335
7/10/2020,Switzerland,Croatia,1,2,Switzerland,FALSE,SUI,CRO,17/09/20,1600,1258
8/10/2020,Belgium,Ivory Coast,1,1,Belgium,FALSE,BEL,CIV,17/09/20,1773,1414
8/10/2020,England,Wales,3,0,England,FALSE,ENG,WAL,17/09/20,1664,1322
8/10/2020,Uzbekistan,Iran,1,2,Uzbekistan,FALSE,UZB,IRN,17/09/20,1290,1317
8/10/2020,Uruguay,Chile,2,1,Uruguay,FALSE,URU,CHI,17/09/20,1645,1271
8/10/2020,Argentina,Ecuador,1,0,Argentina,FALSE,ARG,ECU,17/09/20,1623,1258
8/10/2020,Norway,Serbia,1,2,Norway,FALSE,NOR,SRB,17/09/20,1452,1251
9/10/2020,Japan,Cameroon,0,0,Netherlands,TRUE,JPN,CMR,17/09/20,1500,1295
9/10/2020,Mali,Ghana,3,0,Turkey,TRUE,MLI,GHA,17/09/20,1389,1251
9/10/2020,Morocco,Senegal,3,1,Morocco,FALSE,MAR,SEN,17/09/20,1456,1335
9/10/2020,Tunisia,Sudan,3,0,Tunisia,FALSE,TUN,SDN,17/09/20,1506,1178
9/10/2020,Brazil,Bolivia,5,0,Brazil,FALSE,BRA,BOL,17/09/20,1712,1271
10/10/2020,Spain,Switzerland,1,0,Spain,FALSE,ESP,SUI,17/09/20,1642,1481
10/10/2020,Ukraine,Germany,1,2,Ukraine,FALSE,UKR,GER,17/09/20,1539,1414
10/10/2020,Costa Rica,Panama,0,1,Costa Rica,FALSE,CRC,PAN,17/09/20,1439,1258
11/10/2020,Bosnia and Herzegovina,Netherlands,0,0,Bosnia and Herzegovina,FALSE,BIH,NED,17/09/20,1426,1436
11/10/2020,Poland,Italy,0,0,Poland,FALSE,POL,ITA,17/09/20,1558,1326
11/10/2020,England,Belgium,2,1,England,FALSE,ENG,BEL,17/09/20,1664,1414
11/10/2020,Iceland,Denmark,0,3,Iceland,FALSE,ISL,DEN,17/09/20,1457,1258
11/10/2020,Croatia,Sweden,2,1,Croatia,FALSE,CRO,SWE,17/09/20,1628,1258
11/10/2020,France,Portugal,0,0,France,FALSE,FRA,POR,17/09/20,1744,1464
11/10/2020,Serbia,Hungary,0,1,Serbia,FALSE,SRB,HUN,17/09/20,1486,1481
11/10/2020,Republic of Ireland,Wales,0,0,Republic of Ireland,FALSE,IRL,WAL,17/09/20,1475,1260
12/10/2020,Ghana,Qatar,5,1,Turkey,TRUE,GHA,QAT,17/09/20,1439,1589
13/10/20,Cameroon,South Sudan,0,0,Cameroon,FALSE,CMR,SSD,17/09/20,1413,1344
13/10/20,Germany,Switzerland,3,3,Germany,FALSE,GER,SUI,17/09/20,1602,1382
13/10/20,Ukraine,Spain,1,0,Ukraine,FALSE,UKR,ESP,17/09/20,1539,1317
13/10/20,Costa Rica,Panama,0,1,Costa Rica,FALSE,CRC,PAN,17/09/20,1439,1206
13/10/20,Japan,Ivory Coast,1,0,Netherlands,TRUE,JPN,CIV,17/09/20,1500,1518
13/10/20,Mexico,Algeria,2,2,Netherlands,TRUE,MEX,ALG,17/09/20,1621,1424
13/10/20,Morocco,DR Congo,1,1,Morocco,FALSE,MAR,COD,17/09/20,1456,1478
13/10/20,Nigeria,Tunisia,1,1,Austria,TRUE,NGA,TUN,17/09/20,1493,1461
13/10/20,Bolivia,Argentina,1,2,Bolivia,FALSE,BOL,ARG,17/09/20,1324,1374
13/10/20,Ecuador,Uruguay,4,2,Ecuador,FALSE,ECU,URU,17/09/20,1368,1565
13/10/20,Peru,Brazil,2,4,Peru,FALSE,PER,BRA,17/09/20,1544,1435
14/10/20,Italy,Netherlands,1,1,Italy,FALSE,ITA,NED,17/09/20,1612,1482
14/10/20,Poland,Bosnia and Herzegovina,3,0,Poland,FALSE,POL,BIH,17/09/20,1558,1726
14/10/20,Iceland,Belgium,1,2,Iceland,FALSE,ISL,BEL,17/09/20,1457,1324
14/10/20,England,Denmark,0,1,England,FALSE,ENG,DEN,17/09/20,1664,1599
14/10/20,Portugal,Sweden,3,0,Portugal,FALSE,POR,SWE,17/09/20,1653,1425
14/10/20,Croatia,France,1,2,Croatia,FALSE,CRO,FRA,17/09/20,1628,1209
14/10/20,Turkey,Serbia,2,2,Turkey,FALSE,TUR,SRB,17/09/20,1485,1076
14/10/20,Bulgaria,Wales,0,1,Bulgaria,FALSE,BUL,WAL,17/09/20,1378,1210
11/11/2020,Belgium,Switzerland,2,1,Belgium,FALSE,BEL,SUI,22/10/20,1765,1558
11/11/2020,Denmark,Sweden,2,0,Denmark,FALSE,DEN,SWE,22/10/20,1610,1483
11/11/2020,France,Finland,0,2,France,FALSE,FRA,FIN,22/10/20,1752,1634
11/11/2020,Germany,Czech Republic,1,0,Germany,FALSE,GER,CZE,22/10/20,1607,1112
11/11/2020,Netherlands,Spain,1,1,Netherlands,FALSE,NED,ESP,22/10/20,1596,1727
11/11/2020,Poland,Ukraine,2,0,Poland,FALSE,POL,UKR,22/10/20,1568,1063
11/11/2020,Portugal,Andorra,7,0,Portugal,FALSE,POR,AND,22/10/20,1661,1631
11/11/2020,Turkey,Croatia,3,3,Turkey,FALSE,TUR,CRO,22/10/20,1486,1481
12/11/2020,Serbia,Scotland,1,1,Serbia,FALSE,SRB,SCO,22/10/20,1489,1451
12/11/2020,Bosnia and Herzegovina,Iran,0,2,Bosnia and Herzegovina,FALSE,BIH,IRN,22/10/20,1424,1493
12/11/2020,England,Republic of Ireland,3,0,England,FALSE,ENG,IRL,22/10/20,1669,1404
12/11/2020,Wales,United States,0,0,Wales,FALSE,WAL,USA,22/10/20,1550,1676
12/11/2020,Bolivia,Ecuador,2,3,Bolivia,FALSE,BOL,ECU,22/10/20,1314,1222
12/11/2020,Argentina,Paraguay,1,1,Argentina,FALSE,ARG,PAR,22/10/20,1636,1382
13/11/20,Costa Rica,Qatar,1,1,Austria,TRUE,CRC,QAT,22/10/20,1427,1575
13/11/20,Japan,Panama,1,0,Austria,TRUE,JPN,PAN,22/10/20,1503,1582
13/11/20,Colombia,Uruguay,0,3,Colombia,FALSE,COL,URU,22/10/20,1631,1540
13/11/20,Brazil,Venezuela,1,0,Brazil,FALSE,BRA,VEN,22/10/20,1725,1363
14/11/20,Portugal,France,0,1,Portugal,FALSE,POR,FRA,22/10/20,1661,1565
14/11/20,Sweden,Croatia,2,1,Sweden,FALSE,SWE,CRO,22/10/20,1558,1589
14/11/20,Germany,Ukraine,3,1,Germany,FALSE,GER,UKR,22/10/20,1607,1591
14/11/20,Switzerland,Spain,1,1,Switzerland,FALSE,SUI,ESP,22/10/20,1589,1378
14/11/20,Mexico,South Korea,3,2,Austria,TRUE,MEX,KOR,22/10/20,1625,1366
14/11/20,Saudi Arabia,Jamaica,3,0,Saudi Arabia,FALSE,KSA,JAM,22/10/20,1351,1398
15/11/20,Netherlands,Bosnia and Herzegovina,3,1,Netherlands,FALSE,NED,BIH,22/10/20,1596,1484
15/11/20,Italy,Poland,2,0,Italy,FALSE,ITA,POL,22/10/20,1612,1458
15/11/20,Belgium,England,2,0,Belgium,FALSE,BEL,ENG,22/10/20,1765,1391
15/11/20,Denmark,Iceland,2,1,Denmark,FALSE,DEN,ISL,22/10/20,1610,1604
15/11/20,Hungary,Serbia,1,1,Hungary,FALSE,HUN,SRB,22/10/20,1439,1286
15/11/20,Wales,Republic of Ireland,1,0,Wales,FALSE,WAL,IRL,22/10/20,1550,1554
16/11/20,United States,Panama,6,2,Austria,TRUE,USA,PAN,22/10/20,1542,1484
17/11/20,Croatia,Portugal,2,3,Croatia,FALSE,CRO,POR,22/10/20,1634,1484
17/11/20,France,Sweden,4,2,France,FALSE,FRA,SWE,22/10/20,1752,1601
17/11/20,Spain,Germany,6,0,Spain,FALSE,ESP,GER,22/10/20,1639,1535
17/11/20,Switzerland,Ukraine,3,0,Switzerland,FALSE,SUI,UKR,22/10/20,1589,1120
17/11/20,Japan,Mexico,0,2,Austria,TRUE,JPN,MEX,22/10/20,1503,1441
17/11/20,South Korea,Qatar,2,1,Austria,TRUE,KOR,QAT,22/10/20,1464,1319
17/11/20,Saudi Arabia,Jamaica,1,2,Saudi Arabia,FALSE,KSA,JAM,22/10/20,1351,1327
17/11/20,Ecuador,Colombia,6,1,Ecuador,FALSE,ECU,COL,22/10/20,1380,1570
17/11/20,Peru,Argentina,0,2,Peru,FALSE,PER,ARG,22/10/20,1533,1539
17/11/20,Uruguay,Brazil,0,2,Uruguay,FALSE,URU,BRA,22/10/20,1637,1734
18/11/20,Poland,Netherlands,1,2,Poland,FALSE,POL,NED,22/10/20,1568,1171
18/11/20,England,Iceland,4,0,England,FALSE,ENG,ISL,22/10/20,1669,1369
18/11/20,Belgium,Denmark,4,2,Belgium,FALSE,BEL,DEN,22/10/20,1765,1302
18/11/20,Serbia,Russia,5,0,Serbia,FALSE,SRB,RUS,22/10/20,1489,1378
18/11/20,Wales,Finland,3,1,Wales,FALSE,WAL,FIN,22/10/20,1550,1484
4/12/2020,Qatar,Bangladesh,5,0,Qatar,FALSE,QAT,BAN,26/11/20,1387,1647
9/12/2020,United States,El Salvador,6,0,United States,FALSE,USA,SLV,26/11/20,1545,1554
25/01/21,Dominican Republic,Serbia,0,0,Dominican Republic,FALSE,DOM,SRB,10/12/2020,1019,1102
28/01/21,Panama,Serbia,0,0,Panama,FALSE,PAN,SRB,10/12/2020,1311,1256
31/01/21,United States,Trinidad and Tobago,7,0,United States,FALSE,USA,TRI,10/12/2020,1545,1567
24/03/21,Qatar,Luxembourg,1,0,Hungary,TRUE,QAT,LUX,18/02/21,1391,1285
24/03/21,Portugal,Azerbaijan,1,0,Italy,TRUE,POR,AZE,18/02/21,1662,1240
24/03/21,Serbia,Republic of Ireland,3,2,Serbia,FALSE,SRB,IRL,18/02/21,1492,1539
24/03/21,France,Ukraine,1,1,France,FALSE,FRA,UKR,18/02/21,1755,1734
24/03/21,Belgium,Wales,3,1,Belgium,FALSE,BEL,WAL,18/02/21,1780,1430
24/03/21,Turkey,Netherlands,4,2,Turkey,FALSE,TUR,NED,18/02/21,1487,1491
24/03/21,Slovenia,Croatia,1,0,Slovenia,FALSE,SVN,CRO,18/02/21,1379,1516
25/03/21,Japan,South Korea,3,0,Japan,FALSE,JPN,KOR,18/02/21,1502,994
25/03/21,Saudi Arabia,Kuwait,1,0,Saudi Arabia,FALSE,KSA,KUW,18/02/21,1353,1365
25/03/21,United States,Jamaica,4,1,Austria,TRUE,USA,JAM,18/02/21,1548,1366
25/03/21,Canada,Bermuda,5,1,United States,TRUE,CAN,BER,18/02/21,1332,1580
25/03/21,Spain,Greece,1,1,Spain,FALSE,ESP,GRE,18/02/21,1645,1335
25/03/21,Bulgaria,Switzerland,1,3,Bulgaria,FALSE,BUL,SUI,18/02/21,1350,1396
25/03/21,Israel,Denmark,0,2,Israel,FALSE,ISR,DEN,18/02/21,1279,1375
25/03/21,England,San Marino,5,0,England,FALSE,ENG,SMR,18/02/21,1670,1298
25/03/21,Hungary,Poland,3,3,Hungary,FALSE,HUN,POL,18/02/21,1460,1433
25/03/21,Germany,Iceland,3,0,Germany,FALSE,GER,ISL,18/02/21,1610,1561
25/03/21,South Africa,Ghana,1,1,South Africa,FALSE,RSA,GHA,18/02/21,1341,1092
25/03/21,Libya,Tunisia,2,5,Libya,FALSE,LBY,TUN,18/02/21,1177,1485
26/03/21,Mauritania,Morocco,0,0,Mauritania,FALSE,MTN,MAR,18/02/21,1207,1396
26/03/21,Cape Verde,Cameroon,3,1,Cape Verde,FALSE,CPV,CMR,18/02/21,1306,1468
26/03/21,Congo,Senegal,0,0,Congo,FALSE,CGO,SEN,18/02/21,1265,1496
27/03/21,Bosnia and Herzegovina,Costa Rica,0,0,Bosnia and Herzegovina,FALSE,BIH,CRC,18/02/21,1410,1561
27/03/21,Qatar,Azerbaijan,2,1,Hungary,TRUE,QAT,AZE,18/02/21,1391,1516
27/03/21,Wales,Mexico,1,0,Wales,FALSE,WAL,MEX,18/02/21,1562,1105
27/03/21,Serbia,Portugal,2,2,Serbia,FALSE,SRB,POR,18/02/21,1492,1182
27/03/21,Czech Republic,Belgium,1,1,Czech Republic,FALSE,CZE,BEL,18/02/21,1456,1582
27/03/21,Netherlands,Latvia,2,0,Netherlands,FALSE,NED,LVA,18/02/21,1609,1142
27/03/21,Croatia,Cyprus,1,0,Croatia,FALSE,CRO,CYP,18/02/21,1617,1615
28/03/21,Northern Ireland,United States,1,2,Northern Ireland,FALSE,NIR,USA,18/02/21,1440,1496
28/03/21,Georgia,Spain,1,2,Georgia,FALSE,GEO,ESP,18/02/21,1267,1158
28/03/21,Switzerland,Lithuania,1,0,Switzerland,FALSE,SUI,LTU,18/02/21,1593,1273
28/03/21,Kazakhstan,France,0,2,Kazakhstan,FALSE,KAZ,FRA,18/02/21,1142,1346
28/03/21,Denmark,Moldova,8,0,Denmark,FALSE,DEN,MDA,18/02/21,1614,1468
28/03/21,Albania,England,0,2,Albania,FALSE,ALB,ENG,18/02/21,1360,1365
28/03/21,Poland,Andorra,3,0,Poland,FALSE,POL,AND,18/02/21,1559,1365
28/03/21,Romania,Germany,0,1,Romania,FALSE,ROU,GER,18/02/21,1466,1582
28/03/21,Ghana,S__o Tom__ and Pr__ncipe,3,1,Ghana,FALSE,GHA,STP,18/02/21,1424,1423
28/03/21,Tunisia,Equatorial Guinea,2,1,Tunisia,FALSE,TUN,EQG,18/02/21,1503,1516
29/03/21,Ecuador,Bolivia,2,1,Ecuador,FALSE,ECU,BOL,18/02/21,1409,1515
29/03/21,Cayman Islands,Canada,0,11,United States,TRUE,CAY,CAN,18/02/21,897,1429
30/03/21,Costa Rica,Mexico,0,1,Austria,TRUE,CRC,MEX,18/02/21,1427,1501
30/03/21,Iran,Syria,3,0,Iran,FALSE,IRN,SYR,18/02/21,1496,1404
30/03/21,Republic of Ireland,Qatar,1,1,Hungary,TRUE,IRL,QAT,18/02/21,1456,1423
30/03/21,Azerbaijan,Serbia,1,2,Azerbaijan,FALSE,AZE,SRB,18/02/21,1180,1582
30/03/21,Luxembourg,Portugal,1,3,Luxembourg,FALSE,LUX,POR,18/02/21,1235,1273
30/03/21,Wales,Czech Republic,1,0,Wales,FALSE,WAL,CZE,18/02/21,1562,1515
30/03/21,Belgium,Belarus,8,0,Belgium,FALSE,BEL,BLR,18/02/21,1780,1404
30/03/21,Gibraltar,Netherlands,0,7,Gibraltar,FALSE,GIB,NED,18/02/21,888,1561
30/03/21,Croatia,Malta,3,0,Croatia,FALSE,CRO,MLT,18/02/21,1617,1516
30/03/21,Saudi Arabia,Palestine,5,0,Saudi Arabia,FALSE,KSA,PLE,18/02/21,1353,1501
30/03/21,Japan,Mongolia,14,0,Japan,FALSE,JPN,MNG,18/02/21,1502,1273
30/03/21,Morocco,Burundi,1,0,Morocco,FALSE,MAR,BDI,18/02/21,1481,1501
30/03/21,Cameroon,Rwanda,0,0,Cameroon,FALSE,CMR,RWA,18/02/21,1427,1501
30/03/21,Senegal,Eswatini,1,1,Senegal,FALSE,SEN,SWZ,18/02/21,1558,1433
31/03/21,Switzerland,Finland,3,2,Switzerland,FALSE,SUI,FIN,18/02/21,1593,1346
31/03/21,Spain,Kosovo,3,1,Spain,FALSE,ESP,KOS,18/02/21,1645,1550
31/03/21,Bosnia and Herzegovina,France,0,1,Bosnia and Herzegovina,FALSE,BIH,FRA,18/02/21,1410,1044
31/03/21,Austria,Denmark,0,4,Austria,FALSE,AUT,DEN,18/02/21,1531,1583
31/03/21,England,Poland,2,1,England,FALSE,ENG,POL,18/02/21,1670,1255
31/03/21,Germany,North Macedonia,1,2,Germany,FALSE,GER,MKD,18/02/21,1610,1359
29/05/21,Mexico,Iceland,2,1,United States,TRUE,MEX,ISL,27/05/21,1629.56,1389
30/05/21,Switzerland,United States,2,1,Switzerland,FALSE,SUI,USA,27/05/21,1606.21,1605
1/6/2021,Croatia,Armenia,1,1,Croatia,FALSE,CRO,ARM,27/05/21,1605.75,1589
1/6/2021,Poland,Russia,1,1,Poland,FALSE,POL,RUS,27/05/21,1549.87,1617
2/6/2021,England,Austria,1,0,England,FALSE,ENG,AUT,27/05/21,1686.78,1058
2/6/2021,France,Wales,3,0,France,FALSE,FRA,WAL,27/05/21,1757.3,1622
2/6/2021,Germany,Denmark,1,1,Austria,TRUE,GER,DEN,27/05/21,1609.12,1637
2/6/2021,Netherlands,Scotland,2,2,Portugal,TRUE,NED,SCO,27/05/21,1598.04,1381
3/6/2021,Belgium,Greece,1,1,Belgium,FALSE,BEL,GRE,27/05/21,1783.38,1205
3/6/2021,Switzerland,Liechtenstein,7,0,Switzerland,FALSE,SUI,LIE,27/05/21,1606.21,1604
3/6/2021,Iran,Hong Kong,3,1,Iran,FALSE,IRN,HKG,27/05/21,1499.52,1569
3/6/2021,Uruguay,Paraguay,0,0,Uruguay,FALSE,URU,PAR,27/05/21,1639.08,1188
3/6/2021,Argentina,Chile,1,1,Argentina,FALSE,ARG,CHI,27/05/21,1641.95,1625
3/6/2021,Kuwait,Australia,0,3,Kuwait,FALSE,KUW,AUS,27/05/21,1056.3,1550
3/6/2021,Qatar,India,1,0,Qatar,FALSE,QAT,IND,27/05/21,1397.92,1746
4/6/2021,Nigeria,Cameroon,0,1,Austria,TRUE,NGA,CMR,27/05/21,1487.16,1388
4/6/2021,Spain,Portugal,0,0,Spain,FALSE,ESP,POR,27/05/21,1648.13,1631
4/6/2021,Brazil,Ecuador,2,0,Brazil,FALSE,BRA,ECU,27/05/21,1742.65,1362
5/6/2021,Senegal,Zambia,3,1,Senegal,FALSE,SEN,ZAM,27/05/21,1542.45,893
5/6/2021,Tunisia,DR Congo,1,0,Tunisia,FALSE,TUN,COD,27/05/21,1512.88,1589
5/6/2021,Wales,Albania,0,0,Wales,FALSE,WAL,ALB,27/05/21,1570.36,1200
5/6/2021,Saudi Arabia,Yemen,3,0,Saudi Arabia,FALSE,KSA,YEM,27/05/21,1364.39,1286
5/6/2021,South Korea,Turkmenistan,5,0,South Korea,FALSE,KOR,TKM,27/05/21,1460.25,1582
5/6/2021,Aruba,Canada,0,7,United States,TRUE,ARU,CAN,27/05/21,850.1,1569
6/6/2021,Belgium,Croatia,1,0,Belgium,FALSE,BEL,CRO,27/05/21,1783.38,1625
6/6/2021,Denmark,Bosnia and Herzegovina,2,0,Denmark,FALSE,DEN,BIH,27/05/21,1631.55,1498
6/6/2021,England,Romania,1,0,England,FALSE,ENG,ROU,27/05/21,1686.78,1746
6/6/2021,Netherlands,Georgia,3,0,Netherlands,FALSE,NED,GEO,27/05/21,1598.04,1604
7/6/2021,Germany,Latvia,7,1,Germany,FALSE,GER,LVA,27/05/21,1609.12,1552
7/6/2021,Serbia,Jamaica,1,1,Japan,TRUE,SRB,JAM,27/05/21,1512.9,1332
7/6/2021,Australia,Taiwan,5,1,Kuwait,TRUE,AUS,TPE,27/05/21,1457.49,1496
7/6/2021,Japan,Tajikistan,4,1,Japan,FALSE,JPN,TJK,27/05/21,1509.34,1209
7/6/2021,Bahrain,Iran,0,3,Bahrain,FALSE,BHR,IRN,27/05/21,1240.1,1637
7/6/2021,Qatar,Oman,1,0,Qatar,FALSE,QAT,OMA,27/05/21,1397.92,1149
8/6/2021,Cameroon,Nigeria,0,0,Austria,TRUE,CMR,NGA,27/05/21,1404.87,1477
8/6/2021,France,Bulgaria,3,0,France,FALSE,FRA,BUL,27/05/21,1757.3,1631
8/6/2021,Morocco,Ghana,1,0,Morocco,FALSE,MAR,GHA,27/05/21,1479.32,1082
8/6/2021,Poland,Iceland,2,2,Poland,FALSE,POL,ISL,27/05/21,1549.87,1436
8/6/2021,Senegal,Cape Verde,2,0,Senegal,FALSE,SEN,CPV,27/05/21,1542.45,1518
8/6/2021,Spain,Lithuania,4,0,Spain,FALSE,ESP,LTU,27/05/21,1648.13,1342
8/6/2021,Canada,Suriname,4,0,United States,TRUE,CAN,SUR,27/05/21,1340.56,1214
8/6/2021,Ecuador,Peru,1,2,Ecuador,FALSE,ECU,PER,27/05/21,1413.01,1481
8/6/2021,Colombia,Argentina,2,2,Colombia,FALSE,COL,ARG,27/05/21,1600.66,1467
8/6/2021,Venezuela,Uruguay,0,0,Venezuela,FALSE,VEN,URU,27/05/21,1500.71,1463
8/6/2021,Paraguay,Brazil,0,2,Paraguay,FALSE,PAR,BRA,27/05/21,1476.02,1212
9/6/2021,Portugal,Israel,4,0,Portugal,FALSE,POR,ISR,27/05/21,1666.12,1325
9/6/2021,United States,Costa Rica,4,0,United States,FALSE,USA,CRC,27/05/21,1555.42,1381
9/6/2021,South Korea,Sri Lanka,5,0,South Korea,FALSE,KOR,SRI,27/05/21,1460.25,1226
11/6/2021,Nepal,Australia,0,3,Kuwait,TRUE,NEP,AUS,27/05/21,967.88,1614
11/6/2021,Cambodia,Iran,0,10,Bahrain,TRUE,CAM,IRN,27/05/21,963.79,1488
